batch_size,dropout,hidden,hiddenlayer,layer_type,learning_rate,id,objective,elapsed_sec,duration
84.0,0.9268320744242958,96.0,4.0,1.0,0.017715874340719744,39,0.32113821138211385,979.7334413528442,543.8404686450958
31,0.31258638365701386,117,3,0,0.0035810317529675374,49,0.7576219512195121,999.080370426178,372.96572494506836
22,0.8089417598946791,114,1,0,0.0025766593857240792,56,0.556910569105691,1003.473030090332,271.75869822502136
88.0,0.41681027294554,35.0,4.0,1.0,0.0028444075834945536,40,0.5152439024390244,1008.409405708313,559.9086236953735
27.0,0.021144801312117156,36.0,3.0,1.0,0.0028221346553282643,47,0.600609756097561,1025.024821281433,472.8062517642975
88.0,0.5505763003275156,27.0,4.0,1.0,0.00457587289654963,43,0.4954268292682927,1028.4047060012817,542.84903383255
22,0.6488223690378209,126,1,1,0.0010396107626564708,57,0.676829268292683,1064.412446975708,326.97229504585266
24,0.9536660712880346,100,4,0,0.0017458846595081608,50,0.6056910569105691,1068.5750770568848,405.06604528427124
10,0.6652883195397961,87,1,1,0.0014308675976233574,58,0.6875,1097.6309084892273,347.98571825027466
37,0.3885330534831329,88,4,0,0.003733816575292621,52,0.758130081300813,1099.0689833164215,419.15297985076904
8,0.2784268219236423,117,1,1,0.0020629018295316233,59,0.7311991869918699,1116.5084648132324,343.7560992240906
106,0.33759062463653516,111,1,1,0.0019916727331462376,61,0.6824186991869918,1127.8550217151642,329.4596619606018
13,0.4358984047736798,109,2,0,0.002431495593038302,62,0.7804878048780488,1134.8839693069458,334.7524938583374
8,0.9853415192188812,113,3,1,0.0017946526842209144,51,0.32113821138211385,1160.0004818439484,485.8683681488037
13,0.06633145266834975,103,2,0,0.001437978708881872,63,0.7891260162601627,1163.6436712741852,328.5799329280853
16,0.1343690028065573,117,2,0,0.002263954318158643,64,0.733739837398374,1165.0576603412628,326.4549939632416
8,0.2593422170100191,116,2,0,0.0010597146427012525,65,0.7515243902439024,1176.2325739860535,327.5406119823456
17,0.27150382613190877,115,4,0,0.0010162578376386039,66,0.7261178861788617,1275.0991764068604,420.8992705345154
16,0.9259289726998962,101,2,0,0.002797502075911228,70,0.49898373983739835,1277.1430542469025,317.4986774921417
9,0.9276299168023802,107,2,0,0.002983202285480667,71,0.6651422764227642,1289.8201577663422,316.0505394935608
18,0.30597352384773424,110,4,1,0.001928707075888277,60,0.5980691056910569,1290.829844236374,514.8001492023468
16,0.6290337546968165,92,3,0,0.0034154992190826164,69,0.7251016260162602,1307.727194070816,352.02724146842957
124,0.08352216318120242,112,1,0,0.0019682116133919927,77,0.7891260162601627,1309.2558002471924,279.8307354450226
14,0.7471751796584237,116,4,0,0.0019049643990619182,67,0.7052845528455285,1312.9282705783844,414.7924358844757
9,0.12725657606217947,126,1,0,0.010543284572195192,78,0.32113821138211385,1332.0239083766937,266.69681668281555
17,0.7441238451635313,103,4,0,0.001962555847238437,68,0.6951219512195121,1344.998084783554,392.11604166030884
122,0.07821043479604357,121,2,0,0.0019122579628476804,75,0.7317073170731707,1346.999042749405,337.4078297615051
9,0.8575966282061578,78,3,0,0.0026812114015061033,72,0.6941056910569106,1351.928482055664,371.1858022212982
11,0.6997529985429716,104,3,0,0.002612070243509195,73,0.6763211382113821,1373.3545894622803,373.2539498806
16,0.4159632495082238,97,1,0,0.0019269168869336317,81,0.7550813008130082,1380.9999346733093,280.9183740615845
64,0.6369735380312351,120,3,0,0.005471100308228404,76,0.6702235772357723,1387.2241749763489,361.1863491535187
123,0.17505094037955274,126,1,0,0.0019069463561223834,82,0.7870934959349594,1399.5863921642303,282.06143403053284
126,0.24041686060897624,102,4,0,0.0019944536833334313,74,0.7261178861788617,1402.926159620285,398.44316959381104
52,0.9490525054395446,91,1,0,0.0019147194854333635,84,0.32113821138211385,1422.6480581760406,286.8512227535248
127,0.6435887510336823,87,3,0,0.0019478820901024521,79,0.7703252032520326,1438.210967540741,368.51559019088745
57,0.6918485521859683,105,2,0,0.0034895619445085226,86,0.695630081300813,1487.0969896316528,322.43521070480347
76,0.572440448062518,113,2,0,0.004058884056080624,87,0.739329268292683,1495.8656294345856,329.7932503223419
46,0.15275246881720167,125,4,0,0.005460830209056589,80,0.7311991869918699,1514.4084384441376,415.7635109424591
38,0.9448400980640447,123,3,0,0.001396171270510955,85,0.6742886178861789,1533.5613646507263,372.5463070869446
25,0.6546301349959381,108,3,0,0.003388790032606105,88,0.7311991869918699,1551.1142930984497,373.8623847961426
57,0.9711341706676371,89,3,1,0.0019144499440380271,83,0.4105691056910569,1590.8381793498993,461.96545910835266
74,0.7287964023082308,121,1,0,0.003432606396919439,97,0.6011178861788617,1610.973969221115,264.9573175907135
122,0.6700450257548325,121,2,0,0.002697631407058609,95,0.7428861788617886,1636.935985326767,322.99152398109436
17,0.7194229818329972,110,2,0,0.00381386807355903,94,0.6875,1637.9492847919464,327.67776465415955
73,0.4164856410019376,118,3,0,0.0035624253090336417,91,0.7428861788617886,1642.1516551971436,351.3224925994873
39,0.7007432029324291,121,2,0,0.0038298851475162213,96,0.7454268292682927,1643.2126710414886,310.17346715927124
128,0.08814692050445563,83,1,0,0.001500922727789553,101,0.7926829268292683,1654.0163102149963,272.10591745376587
101,0.6806333887105273,116,3,0,0.0030428155237293576,93,0.7464430894308943,1660.1585204601288,351.4154486656189
126,0.1676712201046785,90,1,0,0.0024046375067585516,102,0.7647357723577236,1661.1749379634857,272.93762612342834
126,0.2081114339232379,116,2,0,0.002212903512947643,99,0.7794715447154471,1674.4802935123444,321.53545594215393
126,0.6413546689550248,90,2,0,0.0024671970686982437,98,0.7276422764227642,1682.9163129329681,334.88562846183777
125,0.5413429187194309,115,4,0,0.003872171348024349,90,0.7296747967479674,1685.9220788478851,407.7655439376831
122,0.4471435184856833,94,4,0,0.001277335628994519,89,0.7159552845528455,1696.38485789299,420.27160596847534
78,0.613969679524481,126,4,0,0.004085937611555151,92,0.7327235772357723,1699.267965555191,407.4256637096405
128,0.4361122072412012,97,2,0,0.0021155260926265895,100,0.7459349593495935,1702.1685132980347,327.8003578186035
97,0.43583403847238905,114,1,0,0.0037296791043849352,105,0.711890243902439,1713.0267980098724,289.360520362854
70,0.41271562761853564,124,1,0,0.00439438342089659,106,0.6366869918699187,1716.6080660820007,277.3849754333496
128,0.7744648252467023,112,2,0,0.0019689457420323476,103,0.7332317073170732,1726.565815448761,325.86733531951904
126,0.7463827049021272,77,3,0,0.0037082230203236257,104,0.7113821138211383,1760.127825975418,356.18553256988525
127,0.3947084206764625,110,2,0,0.00295456736610902,107,0.7621951219512195,1809.327380180359,321.3209111690521
123,0.5601448266379403,127,2,0,0.002663361359863767,109,0.7505081300813008,1840.6945044994354,325.26880645751953
128,0.08237756039492253,48,3,0,0.003618198252558523,108,0.7240853658536586,1863.9375038146973,367.0605797767639
125,0.28166897090473497,90,2,0,0.0028690578226902566,111,0.7403455284552846,1873.35103225708,321.220974445343
19,0.588067564327161,71,2,0,0.001243916927035463,113,0.7464430894308943,1917.715303659439,305.7270746231079
26,0.7040496405070388,113,3,0,0.004775457729452354,110,0.693089430894309,1919.0988011360168,384.52385115623474
122,0.06614508833177063,78,1,0,0.0014042588025854705,118,0.7708333333333334,1927.3814895153046,272.3417329788208
126,0.6600735506312616,67,1,0,0.001045781576457851,120,0.7423780487804879,1933.9811985492706,271.7905201911926
128,0.3484749312079071,120,3,0,0.0034958099207090276,112,0.7367886178861789,1953.236986398697,361.38149547576904
124,0.35492698199338596,75,2,0,0.002935282313559145,117,0.7520325203252033,1954.3166301250458,309.9066779613495
122,0.7471182267482397,70,1,0,0.002109891414245117,125,0.6097560975609756,1975.7599630355835,275.47373390197754
128,0.6766999108641932,70,1,0,0.0024239857904108284,126,0.6128048780487805,1983.332677602768,280.1479847431183
81,0.03397526795123154,80,2,0,0.0016210122697195228,121,0.7632113821138211,1988.8550622463226,313.3600904941559
121,0.7421823773760261,69,1,0,0.002083832966907949,128,0.7210365853658537,1995.0776269435883,277.45838499069214
126,0.7479902106910559,77,3,0,0.0021278780047130396,114,0.6844512195121951,1996.921425819397,358.9728162288666
124,0.703673133822772,70,1,0,0.0012783431713214103,127,0.7179878048780488,2001.5900213718414,287.6456744670868
123,0.3513889332111879,79,3,0,0.001101294746796289,119,0.7311991869918699,2013.1098954677582,351.935653924942
126,0.35838413952599546,80,2,0,0.001181818562478526,124,0.7560975609756098,2026.061891078949,328.66418743133545
112,0.6506069610628927,83,4,0,0.0034158130399431674,116,0.7073170731707317,2033.0876305103302,389.92147755622864
128,0.04489949084387317,81,3,0,0.0010739675007515675,123,0.7002032520325203,2048.4504101276398,361.51247811317444
126,0.6451070580857352,77,2,0,0.0023226969874842926,129,0.6824186991869918,2054.3911266326904,326.8145990371704
123,0.660770646538165,119,4,0,0.004436619075516712,115,0.7322154471544715,2056.0876083374023,417.1204102039337
127,0.1933564496890632,80,3,0,0.0015111786852309696,122,0.7266260162601627,2065.2781426906586,381.34500002861023
99,0.6396820081131186,71,2,0,0.0010965801651401526,130,0.7129065040650406,2072.8773670196533,311.733610868454
16,0.6115789866153489,82,1,0,0.0015065094863386877,131,0.7510162601626016,2094.305150985718,283.94212675094604
61,0.5853677181096064,82,1,0,0.0013209977846872127,134,0.7621951219512195,2144.8559699058533,270.4865713119507
69,0.5765345669519439,82,2,0,0.0015189707829705533,133,0.7621951219512195,2181.490730047226,316.53674364089966
125,0.5903598715780379,81,3,0,0.0018896868421113457,132,0.671239837398374,2209.9090514183044,368.2002296447754
96,0.7439076979757907,121,2,0,0.0044799100153954784,135,0.6692073170731707,2227.284472465515,308.5454158782959
128,0.7574558387547914,101,1,1,0.004288374828317015,138,0.32113821138211385,2266.9593029022217,331.9226562976837
101,0.7773834908480012,75,3,0,0.004005596083422136,136,0.6798780487804879,2304.676593065262,384.5401735305786
124,0.8512785173039666,70,2,0,0.0011600619730303384,141,0.6742886178861789,2305.7130587100983,328.91844034194946
128,0.8198008105183043,111,2,0,0.001477663549861635,144,0.7464430894308943,2318.226451396942,322.22307205200195
125,0.7308488196483734,79,3,0,0.003337944177112276,139,0.6900406504065041,2319.6523847579956,365.33648228645325
114,0.770572161077698,121,4,0,0.003244863175027801,137,0.7230691056910569,2337.039562702179,408.5747404098511
124,0.8131008506497357,124,2,0,0.0015650759223870933,149,0.7083333333333334,2340.7549362182617,306.6182165145874
93,0.7863575655644442,67,4,0,0.003512484210830258,140,0.6798780487804879,2352.1870625019073,396.8418457508087
90,0.7905796210234388,116,2,0,0.0038636557446719184,148,0.6946138211382114,2355.4273641109467,328.32720923423767
126,0.8523325160986406,115,3,0,0.002334284192391801,143,0.7108739837398373,2356.4519624710083,366.5643436908722
14,0.7206869382409745,127,3,0,0.005486353054604525,145,0.676829268292683,2359.432129383087,361.4714140892029
125,0.07749005785534313,82,2,0,0.0048559092795181875,151,0.7423780487804879,2381.5785484313965,326.1508324146271
97,0.3845257804358353,128,3,0,0.004813514509524669,146,0.7632113821138211,2382.60218000412,379.8669743537903
94,0.7339603726708329,90,2,0,0.002927461401042558,154,0.6951219512195121,2385.1663377285004,311.2582046985626
126,0.8002678373599383,112,4,0,0.0011740694720282865,142,0.6722560975609756,2394.5117802619934,410.1519103050232
124,0.8203043223913334,62,2,0,0.0038458195950491114,153,0.6280487804878049,2397.4073798656464,331.09838223457336
73,0.8427385102309499,128,4,0,0.003051662515152139,147,0.7108739837398373,2409.7444639205933,395.60156059265137
124,0.8700449024555208,62,3,0,0.0014951650091685675,152,0.6509146341463414,2412.225143432617,355.0957176685333
125,0.8286142603691568,121,3,0,0.0014842690943661814,150,0.7047764227642277,2413.2491686344147,363.87260818481445
11,0.3840147284753107,97,2,0,0.004609130110819983,156,0.7428861788617886,2460.716019153595,314.83153009414673
12,0.08692455877625593,61,4,0,0.004581559686425102,155,0.7179878048780488,2501.6672608852386,406.3371317386627
128,0.7552355457403677,112,2,0,0.0039005765683053097,157,0.7327235772357723,2503.0714077949524,320.4589867591858
14,0.10013146018037598,75,2,0,0.004880606617862883,158,0.7184959349593496,2534.7123658657074,323.77152395248413
11,0.535708040881629,128,1,0,0.004947537737336052,160,0.586890243902439,2540.429429292679,272.4353926181793
69,0.573002303025647,128,3,0,0.00534435620933541,159,0.7225609756097561,2577.9638044834137,349.61396765708923
8,0.334504830907474,94,1,0,0.0019448483995309742,162,0.7779471544715447,2585.696741104126,278.94307923316956
8,0.04992834031235085,58,1,0,0.001035221334181672,164,0.7439024390243902,2592.9299778938293,272.24195075035095
11,0.23737745900350063,76,1,0,0.0016645895565665935,166,0.7830284552845529,2605.375412464142,263.6055328845978
8,0.20459499284406707,80,1,0,0.0027954313818901576,167,0.7738821138211383,2615.417819261551,262.21168327331543
11,0.039387749616215356,93,1,0,0.0013405152273037024,165,0.7952235772357723,2619.856407880783,281.9023332595825
9,0.23042981255756137,51,1,0,0.0013715885105900112,170,0.7642276422764228,2627.4147996902466,266.94068217277527
8,0.3787660596010229,125,1,0,0.001957385096615906,169,0.7677845528455285,2636.6185767650604,279.1389579772949
10,0.22678196647534513,103,1,0,0.0026080822663014733,168,0.7891260162601627,2640.022387742996,283.5711305141449
8,0.3981961822174843,111,2,0,0.0011152696379770526,163,0.7586382113821138,2641.12956738472,321.86724948883057
8,0.33004446456291725,115,1,0,0.0018761070524816478,173,0.7682926829268293,2655.785336971283,269.59296703338623
9,0.13310708110405087,114,1,0,0.0010771964106326814,172,0.7860772357723578,2665.7077872753143,282.0806214809418
8,0.20887947093808737,73,1,0,0.0012930821753886536,171,0.7637195121951219,2668.505244255066,285.9037518501282
11,0.08325516244642747,91,1,0,0.0014312487949841523,176,0.774390243902439,2676.8639233112335,266.09155917167664
11,0.08791577670294286,45,1,0,0.0014938000109787377,175,0.7291666666666666,2679.2533044815063,280.79652976989746
9,0.0551799789725223,73,1,0,0.0012143123053765122,177,0.7682926829268293,2686.077599287033,272.8290796279907
123,0.25103652381921665,71,2,0,0.005297340401568301,178,0.7454268292682927,2728.3024945259094,314.0248465538025
8,0.30361470057365014,76,1,0,0.0014202785739158429,179,0.7789634146341463,2731.6487381458282,269.90269780158997
14,0.3743175907370829,103,4,0,0.0044305922524826595,161,0.7464430894308943,2736.6547980308533,430.94243907928467
9,0.60169319911733,75,3,0,0.004561211300060135,174,0.7083333333333334,2756.7283701896667,361.18970131874084
8,0.571363349805231,125,1,0,0.0024930930407704704,180,0.7611788617886179,2779.9586141109467,277.2490248680115
9,0.024863978012750244,110,1,0,0.001828796099023495,181,0.7901422764227642,2784.9843742847443,280.8815302848816
9,0.08191261808773825,66,1,0,0.0017374556197608411,182,0.7713414634146342,2813.59632062912,277.9610071182251
8,0.3373969738269254,121,1,0,0.0015471141179719725,184,0.7469512195121951,2844.3359336853027,265.2420799732208
9,0.2604074102228526,83,1,0,0.0011334196008327636,185,0.7779471544715447,2866.03027009964,279.30248260498047
10,0.35042393567873836,103,1,0,0.001981080608976736,188,0.7840447154471545,2886.984642267227,270.64181780815125
121,0.028428229755706885,100,1,0,0.0048150874349995945,190,0.7311991869918699,2899.436831712723,270.9911255836487
10,0.40174747156675034,79,1,0,0.0013192466780625662,189,0.7764227642276422,2902.829654455185,281.9475562572479
8,0.345612826164909,115,3,0,0.003323497974713946,183,0.7748983739837398,2904.865706682205,363.409241437912
9,0.2102494577616823,85,2,0,0.0018258613819744955,187,0.744410569105691,2912.5571472644806,306.1523652076721
9,0.33978145613754235,87,2,0,0.001641414040829728,186,0.7632113821138211,2915.2488560676575,321.2904531955719
102,0.06619051126728011,76,1,0,0.005432047262738107,197,0.7530487804878049,2945.6991305351257,267.8020398616791
117,0.40015128035703984,94,2,0,0.004788504188913504,191,0.7103658536585366,2952.1246938705444,314.4662141799927
116,0.203666741586507,122,2,0,0.004375696774367493,193,0.7616869918699187,2966.332673072815,324.17664527893066
128,0.8087304524598494,86,2,0,0.005742489563364217,199,0.45884146341463417,3004.281989097595,317.1732578277588
120,0.21365367081423672,98,3,0,0.0039197397362452325,194,0.7566056910569106,3012.609708547592,355.79933404922485
127,0.30734130325188574,100,2,0,0.003771972142359811,198,0.7352642276422764,3016.439180612564,336.14568877220154
9,0.28743358834286126,98,3,0,0.006135079881526006,195,0.6875,3037.7430884838104,371.0082049369812
58,0.8832440405929562,124,2,0,0.0032924654101950126,201,0.6270325203252033,3047.4846155643463,314.8054540157318
107,0.6831500005899512,113,3,0,0.004789377840926749,196,0.7657520325203252,3051.9152562618256,382.3792769908905
100,0.37565327871266424,93,4,0,0.0044191216734918845,192,0.7266260162601627,3058.045030117035,416.99321389198303
